,dataset,embedding_model,agg_method,similarity,edge_constructor,clusterer,depth,connected_nodes,percentage_connected,tag_counts,degree_of_separation
256,medium1k_200,nomic,mean,soft_cosine,threshold0.7,gmm50,3.0,193.0,0.769,"{1: {'Productivity': 1, 'Health': 5, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1, 'Technology': 1, 'Science': 4, 'Lifestyle': 1}, 2: {'CLUSTER': 42, 'Productivity': 14, 'Self Improvement': 8, 'Mental Health': 15, 'Psychology': 17, 'Health': 19}, 3: {'Writing': 71, 'Marketing': 27, 'Business': 34, 'Art': 71, 'CLUSTER': 7, 'Entrepreneurship': 32, 'Storytelling': 6, 'Self Improvement': 20, 'Productivity': 62, 'Books': 14, 'Life Lessons': 5, 'Writing Tips': 5, 'Relationships': 4, 'Work': 10, 'Self-awareness': 7, 'Mental Health': 33, 'Technology': 52, 'Psychology': 38, 'Science': 39, 'Health': 42, 'Entertainment': 8, 'Culture': 9, 'Coronavirus': 14, 'Society': 11, 'Self': 4, 'Lifestyle': 6, 'Covid 19': 6, 'Climate Change': 4, 'Life': 5, 'Finance': 1, 'Education': 2, 'LGBTQ': 1}}",
257,medium1k_200,nomic,mean,soft_cosine,threshold0.7,gmm70,1.0,2.0,0.007,"{1: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1, 'Technology': 1, 'Science': 1}, 2: {'CLUSTER': 59, 'Productivity': 14, 'Health': 21, 'Self Improvement': 8, 'Mental Health': 18, 'Psychology': 20}, 3: {'Marketing': 27, 'Business': 34, 'Entrepreneurship': 34, 'Storytelling': 6, 'Self Improvement': 20, 'Writing': 71, 'Productivity': 62, 'Art': 71, 'Books': 14, 'Health': 48, 'Writing Tips': 5, 'CLUSTER': 10, 'Mental Health': 35, 'Science': 42, 'Work': 10, 'Self-awareness': 7, 'Life Lessons': 4, 'Psychology': 39, 'Technology': 54, 'Coronavirus': 14, 'Self': 4, 'Society': 11, 'Covid 19': 6, 'Entertainment': 8, 'Culture': 8, 'Life': 6, 'Lifestyle': 6, 'Food': 1, 'Relationships': 3, 'Finance': 1, 'Education': 2, 'Climate Change': 3, 'LGBTQ': 1}}",
258,medium1k_200,nomic,mean,soft_cosine,threshold0.7,gmm70,2.0,59.0,0.218,"{1: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1, 'Technology': 1, 'Science': 1}, 2: {'CLUSTER': 59, 'Productivity': 14, 'Health': 21, 'Self Improvement': 8, 'Mental Health': 18, 'Psychology': 20}, 3: {'Marketing': 27, 'Business': 34, 'Entrepreneurship': 34, 'Storytelling': 6, 'Self Improvement': 20, 'Writing': 71, 'Productivity': 62, 'Art': 71, 'Books': 14, 'Health': 48, 'Writing Tips': 5, 'CLUSTER': 10, 'Mental Health': 35, 'Science': 42, 'Work': 10, 'Self-awareness': 7, 'Life Lessons': 4, 'Psychology': 39, 'Technology': 54, 'Coronavirus': 14, 'Self': 4, 'Society': 11, 'Covid 19': 6, 'Entertainment': 8, 'Culture': 8, 'Life': 6, 'Lifestyle': 6, 'Food': 1, 'Relationships': 3, 'Finance': 1, 'Education': 2, 'Climate Change': 3, 'LGBTQ': 1}}",
259,medium1k_200,nomic,mean,soft_cosine,threshold0.7,gmm70,3.0,197.0,0.727,"{1: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1, 'Technology': 1, 'Science': 1}, 2: {'CLUSTER': 59, 'Productivity': 14, 'Health': 21, 'Self Improvement': 8, 'Mental Health': 18, 'Psychology': 20}, 3: {'Marketing': 27, 'Business': 34, 'Entrepreneurship': 34, 'Storytelling': 6, 'Self Improvement': 20, 'Writing': 71, 'Productivity': 62, 'Art': 71, 'Books': 14, 'Health': 48, 'Writing Tips': 5, 'CLUSTER': 10, 'Mental Health': 35, 'Science': 42, 'Work': 10, 'Self-awareness': 7, 'Life Lessons': 4, 'Psychology': 39, 'Technology': 54, 'Coronavirus': 14, 'Self': 4, 'Society': 11, 'Covid 19': 6, 'Entertainment': 8, 'Culture': 8, 'Life': 6, 'Lifestyle': 6, 'Food': 1, 'Relationships': 3, 'Finance': 1, 'Education': 2, 'Climate Change': 3, 'LGBTQ': 1}}",
260,medium1k_200,nomic,mean,soft_cosine,threshold0.9,kmeans50,1.0,14.0,0.056,"{1: {'Writing': 6, 'Psychology': 3, 'Art': 5, 'Productivity': 4, 'Marketing': 3, 'Science': 4, 'Technology': 3, 'Business': 1, 'Mental Health': 2, 'Health': 1, 'Coronavirus': 1}, 2: {'Writing': 16, 'Productivity': 24, 'Art': 18, 'Entrepreneurship': 10, 'Books': 6, 'Mental Health': 14, 'Psychology': 15, 'Science': 11, 'Health': 11, 'Technology': 11, 'Life': 3, 'Business': 9, 'Entertainment': 4, 'Work': 6, 'CLUSTER': 14, 'Marketing': 1, 'Society': 1}, 3: {'Marketing': 20, 'Business': 25, 'Entrepreneurship': 29, 'Storytelling': 5, 'Self Improvement': 21, 'Productivity': 45, 'Art': 52, 'Writing': 55, 'Books': 10, 'Technology': 32, 'Relationships': 4, 'Education': 2, 'Self-awareness': 7, 'CLUSTER': 17, 'Work': 6, 'Mental Health': 22, 'Life Lessons': 4, 'Psychology': 21, 'Writing Tips': 4, 'Coronavirus': 6, 'Health': 22, 'Self': 2, 'Society': 5, 'Lifestyle': 2, 'Science': 15, 'Entertainment': 3, 'Culture': 3, 'Life': 1, 'LGBTQ': 1, 'Finance': 1}}",
261,medium1k_200,nomic,mean,soft_cosine,threshold0.9,kmeans50,2.0,34.0,0.135,"{1: {'Writing': 6, 'Psychology': 3, 'Art': 5, 'Productivity': 4, 'Marketing': 3, 'Science': 4, 'Technology': 3, 'Business': 1, 'Mental Health': 2, 'Health': 1, 'Coronavirus': 1}, 2: {'Writing': 16, 'Productivity': 24, 'Art': 18, 'Entrepreneurship': 10, 'Books': 6, 'Mental Health': 14, 'Psychology': 15, 'Science': 11, 'Health': 11, 'Technology': 11, 'Life': 3, 'Business': 9, 'Entertainment': 4, 'Work': 6, 'CLUSTER': 14, 'Marketing': 1, 'Society': 1}, 3: {'Marketing': 20, 'Business': 25, 'Entrepreneurship': 29, 'Storytelling': 5, 'Self Improvement': 21, 'Productivity': 45, 'Art': 52, 'Writing': 55, 'Books': 10, 'Technology': 32, 'Relationships': 4, 'Education': 2, 'Self-awareness': 7, 'CLUSTER': 17, 'Work': 6, 'Mental Health': 22, 'Life Lessons': 4, 'Psychology': 21, 'Writing Tips': 4, 'Coronavirus': 6, 'Health': 22, 'Self': 2, 'Society': 5, 'Lifestyle': 2, 'Science': 15, 'Entertainment': 3, 'Culture': 3, 'Life': 1, 'LGBTQ': 1, 'Finance': 1}}",
262,medium1k_200,nomic,mean,soft_cosine,threshold0.9,kmeans50,3.0,123.0,0.49,"{1: {'Writing': 6, 'Psychology': 3, 'Art': 5, 'Productivity': 4, 'Marketing': 3, 'Science': 4, 'Technology': 3, 'Business': 1, 'Mental Health': 2, 'Health': 1, 'Coronavirus': 1}, 2: {'Writing': 16, 'Productivity': 24, 'Art': 18, 'Entrepreneurship': 10, 'Books': 6, 'Mental Health': 14, 'Psychology': 15, 'Science': 11, 'Health': 11, 'Technology': 11, 'Life': 3, 'Business': 9, 'Entertainment': 4, 'Work': 6, 'CLUSTER': 14, 'Marketing': 1, 'Society': 1}, 3: {'Marketing': 20, 'Business': 25, 'Entrepreneurship': 29, 'Storytelling': 5, 'Self Improvement': 21, 'Productivity': 45, 'Art': 52, 'Writing': 55, 'Books': 10, 'Technology': 32, 'Relationships': 4, 'Education': 2, 'Self-awareness': 7, 'CLUSTER': 17, 'Work': 6, 'Mental Health': 22, 'Life Lessons': 4, 'Psychology': 21, 'Writing Tips': 4, 'Coronavirus': 6, 'Health': 22, 'Self': 2, 'Society': 5, 'Lifestyle': 2, 'Science': 15, 'Entertainment': 3, 'Culture': 3, 'Life': 1, 'LGBTQ': 1, 'Finance': 1}}",
263,medium1k_200,nomic,mean,soft_cosine,threshold0.9,kmeans70,1.0,11.0,0.041,"{1: {'Writing': 6, 'Psychology': 4, 'Art': 5, 'Productivity': 4, 'Marketing': 3, 'Technology': 1, 'Science': 3, 'Mental Health': 3, 'Entrepreneurship': 1, 'Business': 1, 'Health': 2}, 2: {'Coronavirus': 7, 'Productivity': 20, 'Health': 18, 'Art': 16, 'Life Lessons': 4, 'Mental Health': 16, 'Psychology': 18, 'Science': 18, 'Self Improvement': 9, 'Writing': 12, 'Books': 7, 'Technology': 14, 'Entrepreneurship': 8, 'Business': 11, 'Entertainment': 4, 'Work': 5, 'Life': 3, 'CLUSTER': 26, 'Marketing': 1}, 3: {'Marketing': 20, 'Business': 25, 'Entrepreneurship': 27, 'Storytelling': 5, 'Self Improvement': 19, 'Productivity': 44, 'Art': 51, 'Writing': 57, 'Books': 11, 'Technology': 40, 'Relationships': 2, 'Education': 2, 'Self-awareness': 7, 'CLUSTER': 23, 'Coronavirus': 12, 'Mental Health': 23, 'Society': 10, 'Psychology': 28, 'Health': 36, 'Covid 19': 6, 'Science': 35, 'Culture': 6, 'Life': 2, 'Self': 1, 'Life Lessons': 3, 'Writing Tips': 4, 'Work': 6, 'Finance': 1, 'Entertainment': 3, 'LGBTQ': 1, 'Lifestyle': 5, 'Climate Change': 2}}",
264,medium1k_200,nomic,mean,soft_cosine,threshold0.9,kmeans70,2.0,39.0,0.144,"{1: {'Writing': 6, 'Psychology': 4, 'Art': 5, 'Productivity': 4, 'Marketing': 3, 'Technology': 1, 'Science': 3, 'Mental Health': 3, 'Entrepreneurship': 1, 'Business': 1, 'Health': 2}, 2: {'Coronavirus': 7, 'Productivity': 20, 'Health': 18, 'Art': 16, 'Life Lessons': 4, 'Mental Health': 16, 'Psychology': 18, 'Science': 18, 'Self Improvement': 9, 'Writing': 12, 'Books': 7, 'Technology': 14, 'Entrepreneurship': 8, 'Business': 11, 'Entertainment': 4, 'Work': 5, 'Life': 3, 'CLUSTER': 26, 'Marketing': 1}, 3: {'Marketing': 20, 'Business': 25, 'Entrepreneurship': 27, 'Storytelling': 5, 'Self Improvement': 19, 'Productivity': 44, 'Art': 51, 'Writing': 57, 'Books': 11, 'Technology': 40, 'Relationships': 2, 'Education': 2, 'Self-awareness': 7, 'CLUSTER': 23, 'Coronavirus': 12, 'Mental Health': 23, 'Society': 10, 'Psychology': 28, 'Health': 36, 'Covid 19': 6, 'Science': 35, 'Culture': 6, 'Life': 2, 'Self': 1, 'Life Lessons': 3, 'Writing Tips': 4, 'Work': 6, 'Finance': 1, 'Entertainment': 3, 'LGBTQ': 1, 'Lifestyle': 5, 'Climate Change': 2}}",
265,medium1k_200,nomic,mean,soft_cosine,threshold0.9,kmeans70,3.0,152.0,0.561,"{1: {'Writing': 6, 'Psychology': 4, 'Art': 5, 'Productivity': 4, 'Marketing': 3, 'Technology': 1, 'Science': 3, 'Mental Health': 3, 'Entrepreneurship': 1, 'Business': 1, 'Health': 2}, 2: {'Coronavirus': 7, 'Productivity': 20, 'Health': 18, 'Art': 16, 'Life Lessons': 4, 'Mental Health': 16, 'Psychology': 18, 'Science': 18, 'Self Improvement': 9, 'Writing': 12, 'Books': 7, 'Technology': 14, 'Entrepreneurship': 8, 'Business': 11, 'Entertainment': 4, 'Work': 5, 'Life': 3, 'CLUSTER': 26, 'Marketing': 1}, 3: {'Marketing': 20, 'Business': 25, 'Entrepreneurship': 27, 'Storytelling': 5, 'Self Improvement': 19, 'Productivity': 44, 'Art': 51, 'Writing': 57, 'Books': 11, 'Technology': 40, 'Relationships': 2, 'Education': 2, 'Self-awareness': 7, 'CLUSTER': 23, 'Coronavirus': 12, 'Mental Health': 23, 'Society': 10, 'Psychology': 28, 'Health': 36, 'Covid 19': 6, 'Science': 35, 'Culture': 6, 'Life': 2, 'Self': 1, 'Life Lessons': 3, 'Writing Tips': 4, 'Work': 6, 'Finance': 1, 'Entertainment': 3, 'LGBTQ': 1, 'Lifestyle': 5, 'Climate Change': 2}}",
266,medium1k_200,nomic,mean,soft_cosine,threshold0.9,gmm50,1.0,47.0,0.187,"{1: {'Productivity': 18, 'Health': 4, 'Mental Health': 6, 'Psychology': 7, 'Self Improvement': 2, 'Marketing': 7, 'Writing': 14, 'Art': 13, 'Work': 1, 'Entrepreneurship': 7, 'Technology': 8, 'Science': 8, 'Coronavirus': 3, 'Business': 4, 'Books': 1, 'Life': 1}, 2: {'Writing': 13, 'Art': 9, 'Productivity': 11, 'Books': 1, 'Marketing': 4, 'Entrepreneurship': 3, 'Technology': 2, 'Psychology': 6, 'Science': 4, 'Coronavirus': 1, 'Health': 1, 'Business': 3, 'Self Improvement': 1}, 3: {'Writing': 3, 'Productivity': 3, 'Art': 1, 'Marketing': 1, 'Technology': 3, 'Psychology': 1, 'Science': 1, 'Business': 1}}",
267,medium1k_200,nomic,mean,soft_cosine,threshold0.9,gmm50,2.0,23.0,0.092,"{1: {'Productivity': 18, 'Health': 4, 'Mental Health': 6, 'Psychology': 7, 'Self Improvement': 2, 'Marketing': 7, 'Writing': 14, 'Art': 13, 'Work': 1, 'Entrepreneurship': 7, 'Technology': 8, 'Science': 8, 'Coronavirus': 3, 'Business': 4, 'Books': 1, 'Life': 1}, 2: {'Writing': 13, 'Art': 9, 'Productivity': 11, 'Books': 1, 'Marketing': 4, 'Entrepreneurship': 3, 'Technology': 2, 'Psychology': 6, 'Science': 4, 'Coronavirus': 1, 'Health': 1, 'Business': 3, 'Self Improvement': 1}, 3: {'Writing': 3, 'Productivity': 3, 'Art': 1, 'Marketing': 1, 'Technology': 3, 'Psychology': 1, 'Science': 1, 'Business': 1}}",
268,medium1k_200,nomic,mean,soft_cosine,threshold0.9,gmm50,3.0,6.0,0.024,"{1: {'Productivity': 18, 'Health': 4, 'Mental Health': 6, 'Psychology': 7, 'Self Improvement': 2, 'Marketing': 7, 'Writing': 14, 'Art': 13, 'Work': 1, 'Entrepreneurship': 7, 'Technology': 8, 'Science': 8, 'Coronavirus': 3, 'Business': 4, 'Books': 1, 'Life': 1}, 2: {'Writing': 13, 'Art': 9, 'Productivity': 11, 'Books': 1, 'Marketing': 4, 'Entrepreneurship': 3, 'Technology': 2, 'Psychology': 6, 'Science': 4, 'Coronavirus': 1, 'Health': 1, 'Business': 3, 'Self Improvement': 1}, 3: {'Writing': 3, 'Productivity': 3, 'Art': 1, 'Marketing': 1, 'Technology': 3, 'Psychology': 1, 'Science': 1, 'Business': 1}}",
269,medium1k_200,nomic,mean,soft_cosine,threshold0.9,gmm70,1.0,46.0,0.17,"{1: {'Productivity': 18, 'Health': 3, 'Mental Health': 4, 'Psychology': 8, 'Self Improvement': 3, 'Marketing': 9, 'Writing': 19, 'Art': 15, 'Entrepreneurship': 8, 'Books': 1, 'Technology': 7, 'Coronavirus': 3, 'Science': 6, 'Business': 4}, 2: {'Writing': 12, 'Art': 7, 'Productivity': 10, 'Books': 1, 'Work': 1, 'Marketing': 4, 'Business': 2, 'Technology': 3, 'Coronavirus': 1, 'Health': 1, 'Psychology': 3, 'Science': 1, 'Entrepreneurship': 1}, 3: {'Writing': 3, 'Productivity': 3, 'Art': 3, 'Technology': 3, 'Psychology': 1, 'Science': 1, 'Marketing': 1, 'Business': 1}}",
270,medium1k_200,nomic,mean,soft_cosine,threshold0.9,gmm70,2.0,20.0,0.074,"{1: {'Productivity': 18, 'Health': 3, 'Mental Health': 4, 'Psychology': 8, 'Self Improvement': 3, 'Marketing': 9, 'Writing': 19, 'Art': 15, 'Entrepreneurship': 8, 'Books': 1, 'Technology': 7, 'Coronavirus': 3, 'Science': 6, 'Business': 4}, 2: {'Writing': 12, 'Art': 7, 'Productivity': 10, 'Books': 1, 'Work': 1, 'Marketing': 4, 'Business': 2, 'Technology': 3, 'Coronavirus': 1, 'Health': 1, 'Psychology': 3, 'Science': 1, 'Entrepreneurship': 1}, 3: {'Writing': 3, 'Productivity': 3, 'Art': 3, 'Technology': 3, 'Psychology': 1, 'Science': 1, 'Marketing': 1, 'Business': 1}}",
271,medium1k_200,nomic,mean,soft_cosine,threshold0.9,gmm70,3.0,9.0,0.033,"{1: {'Productivity': 18, 'Health': 3, 'Mental Health': 4, 'Psychology': 8, 'Self Improvement': 3, 'Marketing': 9, 'Writing': 19, 'Art': 15, 'Entrepreneurship': 8, 'Books': 1, 'Technology': 7, 'Coronavirus': 3, 'Science': 6, 'Business': 4}, 2: {'Writing': 12, 'Art': 7, 'Productivity': 10, 'Books': 1, 'Work': 1, 'Marketing': 4, 'Business': 2, 'Technology': 3, 'Coronavirus': 1, 'Health': 1, 'Psychology': 3, 'Science': 1, 'Entrepreneurship': 1}, 3: {'Writing': 3, 'Productivity': 3, 'Art': 3, 'Technology': 3, 'Psychology': 1, 'Science': 1, 'Marketing': 1, 'Business': 1}}",
272,medium1k_200,nomic,mean,soft_cosine,mutual_knn50,kmeans50,1.0,11.0,0.044,"{1: {'Writing': 5, 'Art': 8, 'Psychology': 5}, 2: {'Health': 25, 'CLUSTER': 49, 'Mental Health': 18, 'Psychology': 20, 'Science': 19, 'Life': 4, 'Productivity': 12, 'Art': 17, 'Writing': 16, 'Technology': 26, 'Books': 8, 'Business': 14, 'Entrepreneurship': 12, 'Work': 4, 'Entertainment': 7}, 3: {'Coronavirus': 14, 'Mental Health': 35, 'Psychology': 38, 'Science': 41, 'Society': 11, 'Health': 47, 'Self Improvement': 21, 'Covid 19': 6, 'Storytelling': 6, 'Self': 4, 'Life': 4, 'Writing': 66, 'Productivity': 52, 'Art': 63, 'Education': 2, 'Books': 13, 'Technology': 54, 'Business': 33, 'Entrepreneurship': 32, 'Lifestyle': 8, 'Self-awareness': 7, 'Life Lessons': 5, 'Culture': 9, 'LGBTQ': 1, 'Work': 7, 'Marketing': 27, 'Writing Tips': 5, 'Climate Change': 4, 'Entertainment': 8, 'Finance': 1, 'Relationships': 4, 'Food': 1}}",
273,medium1k_200,nomic,mean,soft_cosine,mutual_knn50,kmeans50,2.0,49.0,0.195,"{1: {'Writing': 5, 'Art': 8, 'Psychology': 5}, 2: {'Health': 25, 'CLUSTER': 49, 'Mental Health': 18, 'Psychology': 20, 'Science': 19, 'Life': 4, 'Productivity': 12, 'Art': 17, 'Writing': 16, 'Technology': 26, 'Books': 8, 'Business': 14, 'Entrepreneurship': 12, 'Work': 4, 'Entertainment': 7}, 3: {'Coronavirus': 14, 'Mental Health': 35, 'Psychology': 38, 'Science': 41, 'Society': 11, 'Health': 47, 'Self Improvement': 21, 'Covid 19': 6, 'Storytelling': 6, 'Self': 4, 'Life': 4, 'Writing': 66, 'Productivity': 52, 'Art': 63, 'Education': 2, 'Books': 13, 'Technology': 54, 'Business': 33, 'Entrepreneurship': 32, 'Lifestyle': 8, 'Self-awareness': 7, 'Life Lessons': 5, 'Culture': 9, 'LGBTQ': 1, 'Work': 7, 'Marketing': 27, 'Writing Tips': 5, 'Climate Change': 4, 'Entertainment': 8, 'Finance': 1, 'Relationships': 4, 'Food': 1}}",
274,medium1k_200,nomic,mean,soft_cosine,mutual_knn50,kmeans50,3.0,187.0,0.745,"{1: {'Writing': 5, 'Art': 8, 'Psychology': 5}, 2: {'Health': 25, 'CLUSTER': 49, 'Mental Health': 18, 'Psychology': 20, 'Science': 19, 'Life': 4, 'Productivity': 12, 'Art': 17, 'Writing': 16, 'Technology': 26, 'Books': 8, 'Business': 14, 'Entrepreneurship': 12, 'Work': 4, 'Entertainment': 7}, 3: {'Coronavirus': 14, 'Mental Health': 35, 'Psychology': 38, 'Science': 41, 'Society': 11, 'Health': 47, 'Self Improvement': 21, 'Covid 19': 6, 'Storytelling': 6, 'Self': 4, 'Life': 4, 'Writing': 66, 'Productivity': 52, 'Art': 63, 'Education': 2, 'Books': 13, 'Technology': 54, 'Business': 33, 'Entrepreneurship': 32, 'Lifestyle': 8, 'Self-awareness': 7, 'Life Lessons': 5, 'Culture': 9, 'LGBTQ': 1, 'Work': 7, 'Marketing': 27, 'Writing Tips': 5, 'Climate Change': 4, 'Entertainment': 8, 'Finance': 1, 'Relationships': 4, 'Food': 1}}",
275,medium1k_200,nomic,mean,soft_cosine,mutual_knn50,kmeans70,1.0,10.0,0.037,"{1: {'Writing': 2, 'Art': 6, 'Psychology': 6}, 2: {'Productivity': 12, 'Work': 3, 'Health': 24, 'Art': 18, 'CLUSTER': 50, 'Writing': 11, 'Business': 17, 'Technology': 22, 'Entrepreneurship': 12, 'Psychology': 21, 'Self Improvement': 8, 'Books': 7, 'Mental Health': 19, 'Life': 5, 'Science': 21, 'Coronavirus': 7, 'Life Lessons': 3, 'Entertainment': 3}, 3: {'Productivity': 53, 'Marketing': 27, 'Writing': 67, 'Entrepreneurship': 33, 'Books': 12, 'Business': 33, 'Technology': 51, 'Work': 7, 'Psychology': 37, 'Art': 63, 'Health': 44, 'Self Improvement': 19, 'Writing Tips': 5, 'CLUSTER': 19, 'Mental Health': 32, 'Food': 1, 'Science': 39, 'Life': 5, 'Coronavirus': 13, 'Society': 11, 'Covid 19': 6, 'Storytelling': 6, 'Life Lessons': 3, 'Education': 2, 'Lifestyle': 6, 'Climate Change': 3, 'Relationships': 3, 'Self-awareness': 7, 'Finance': 1, 'Self': 4, 'Entertainment': 3, 'Culture': 6, 'LGBTQ': 1}}",
276,medium1k_200,nomic,mean,soft_cosine,mutual_knn50,kmeans70,2.0,50.0,0.185,"{1: {'Writing': 2, 'Art': 6, 'Psychology': 6}, 2: {'Productivity': 12, 'Work': 3, 'Health': 24, 'Art': 18, 'CLUSTER': 50, 'Writing': 11, 'Business': 17, 'Technology': 22, 'Entrepreneurship': 12, 'Psychology': 21, 'Self Improvement': 8, 'Books': 7, 'Mental Health': 19, 'Life': 5, 'Science': 21, 'Coronavirus': 7, 'Life Lessons': 3, 'Entertainment': 3}, 3: {'Productivity': 53, 'Marketing': 27, 'Writing': 67, 'Entrepreneurship': 33, 'Books': 12, 'Business': 33, 'Technology': 51, 'Work': 7, 'Psychology': 37, 'Art': 63, 'Health': 44, 'Self Improvement': 19, 'Writing Tips': 5, 'CLUSTER': 19, 'Mental Health': 32, 'Food': 1, 'Science': 39, 'Life': 5, 'Coronavirus': 13, 'Society': 11, 'Covid 19': 6, 'Storytelling': 6, 'Life Lessons': 3, 'Education': 2, 'Lifestyle': 6, 'Climate Change': 3, 'Relationships': 3, 'Self-awareness': 7, 'Finance': 1, 'Self': 4, 'Entertainment': 3, 'Culture': 6, 'LGBTQ': 1}}",
277,medium1k_200,nomic,mean,soft_cosine,mutual_knn50,kmeans70,3.0,187.0,0.69,"{1: {'Writing': 2, 'Art': 6, 'Psychology': 6}, 2: {'Productivity': 12, 'Work': 3, 'Health': 24, 'Art': 18, 'CLUSTER': 50, 'Writing': 11, 'Business': 17, 'Technology': 22, 'Entrepreneurship': 12, 'Psychology': 21, 'Self Improvement': 8, 'Books': 7, 'Mental Health': 19, 'Life': 5, 'Science': 21, 'Coronavirus': 7, 'Life Lessons': 3, 'Entertainment': 3}, 3: {'Productivity': 53, 'Marketing': 27, 'Writing': 67, 'Entrepreneurship': 33, 'Books': 12, 'Business': 33, 'Technology': 51, 'Work': 7, 'Psychology': 37, 'Art': 63, 'Health': 44, 'Self Improvement': 19, 'Writing Tips': 5, 'CLUSTER': 19, 'Mental Health': 32, 'Food': 1, 'Science': 39, 'Life': 5, 'Coronavirus': 13, 'Society': 11, 'Covid 19': 6, 'Storytelling': 6, 'Life Lessons': 3, 'Education': 2, 'Lifestyle': 6, 'Climate Change': 3, 'Relationships': 3, 'Self-awareness': 7, 'Finance': 1, 'Self': 4, 'Entertainment': 3, 'Culture': 6, 'LGBTQ': 1}}",
278,medium1k_200,nomic,mean,soft_cosine,mutual_knn50,gmm50,1.0,1.0,0.004,"{1: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1}, 2: {'CLUSTER': 49, 'Productivity': 14, 'Health': 21, 'Mental Health': 17, 'Psychology': 19, 'Self Improvement': 8}, 3: {'Technology': 56, 'Business': 34, 'Productivity': 62, 'Mental Health': 37, 'Health': 48, 'Science': 44, 'Psychology': 42, 'Coronavirus': 14, 'Art': 71, 'Life Lessons': 5, 'Writing': 71, 'Society': 11, 'Self': 4, 'Self-awareness': 7, 'Lifestyle': 8, 'Storytelling': 6, 'Relationships': 4, 'Marketing': 27, 'Entertainment': 9, 'Entrepreneurship': 34, 'Books': 14, 'Work': 10, 'Self Improvement': 20, 'Writing Tips': 5, 'Life': 6, 'Food': 1, 'Education': 2, 'Culture': 9, 'Covid 19': 6, 'Climate Change': 4, 'LGBTQ': 1, 'Finance': 1}}",
279,medium1k_200,nomic,mean,soft_cosine,mutual_knn50,gmm50,2.0,49.0,0.195,"{1: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1}, 2: {'CLUSTER': 49, 'Productivity': 14, 'Health': 21, 'Mental Health': 17, 'Psychology': 19, 'Self Improvement': 8}, 3: {'Technology': 56, 'Business': 34, 'Productivity': 62, 'Mental Health': 37, 'Health': 48, 'Science': 44, 'Psychology': 42, 'Coronavirus': 14, 'Art': 71, 'Life Lessons': 5, 'Writing': 71, 'Society': 11, 'Self': 4, 'Self-awareness': 7, 'Lifestyle': 8, 'Storytelling': 6, 'Relationships': 4, 'Marketing': 27, 'Entertainment': 9, 'Entrepreneurship': 34, 'Books': 14, 'Work': 10, 'Self Improvement': 20, 'Writing Tips': 5, 'Life': 6, 'Food': 1, 'Education': 2, 'Culture': 9, 'Covid 19': 6, 'Climate Change': 4, 'LGBTQ': 1, 'Finance': 1}}",
280,medium1k_200,nomic,mean,soft_cosine,mutual_knn50,gmm50,3.0,199.0,0.793,"{1: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1}, 2: {'CLUSTER': 49, 'Productivity': 14, 'Health': 21, 'Mental Health': 17, 'Psychology': 19, 'Self Improvement': 8}, 3: {'Technology': 56, 'Business': 34, 'Productivity': 62, 'Mental Health': 37, 'Health': 48, 'Science': 44, 'Psychology': 42, 'Coronavirus': 14, 'Art': 71, 'Life Lessons': 5, 'Writing': 71, 'Society': 11, 'Self': 4, 'Self-awareness': 7, 'Lifestyle': 8, 'Storytelling': 6, 'Relationships': 4, 'Marketing': 27, 'Entertainment': 9, 'Entrepreneurship': 34, 'Books': 14, 'Work': 10, 'Self Improvement': 20, 'Writing Tips': 5, 'Life': 6, 'Food': 1, 'Education': 2, 'Culture': 9, 'Covid 19': 6, 'Climate Change': 4, 'LGBTQ': 1, 'Finance': 1}}",
281,medium1k_200,nomic,mean,soft_cosine,mutual_knn50,gmm70,1.0,48.0,0.177,"{1: {'Productivity': 12, 'Health': 4, 'Mental Health': 4, 'Psychology': 3, 'Self Improvement': 5, 'Entrepreneurship': 14, 'Business': 4, 'Storytelling': 2, 'Marketing': 9, 'Writing': 25, 'Books': 2, 'Society': 1, 'Technology': 10, 'Science': 3, 'Art': 5, 'Entertainment': 1}, 2: {'CLUSTER': 39, 'Mental Health': 13, 'Psychology': 14, 'Health': 14, 'Productivity': 10, 'Self Improvement': 5}, 3: {'Mental Health': 32, 'Entrepreneurship': 20, 'Psychology': 37, 'Business': 28, 'Art': 45, 'CLUSTER': 28, 'Writing': 31, 'Society': 9, 'Books': 6, 'Health': 32, 'Culture': 7, 'Technology': 40, 'Science': 32, 'Self Improvement': 8, 'Coronavirus': 13, 'Productivity': 37, 'Life Lessons': 2, 'Self': 4, 'Self-awareness': 4, 'Life': 5, 'Work': 4, 'Education': 2, 'Lifestyle': 4, 'Marketing': 8, 'Covid 19': 5, 'Relationships': 2, 'Climate Change': 2, 'LGBTQ': 1, 'Storytelling': 1, 'Entertainment': 3, 'Writing Tips': 1}}",
